,id,full_name,first_name,last_name,is_active
103,1641731,Bilal Coulibaly,Bilal,Coulibaly,True
104,1641741,Ricky Council IV,Ricky,Council IV,True
105,203496,Robert Covington,Robert,Covington,True
106,1628470,Torrey Craig,Torrey,Craig,True
107,203109,Jae Crowder,Jae,Crowder,True
108,1630595,Cade Cunningham,Cade,Cunningham,True
109,203552,Seth Curry,Seth,Curry,True
110,201939,Stephen Curry,Stephen,Curry,True
111,1630700,Dyson Daniels,Dyson,Daniels,True
112,203076,Anthony Davis,Anthony,Davis,True
113,1631098,Johnny Davis,Johnny,Davis,True
114,1631120,JD Davison,JD,Davison,True
115,201942,DeMar DeRozan,DeMar,DeRozan,True
116,1641926,Dexter Dennis,Dexter,Dennis,True
117,1628978,Donte DiVincenzo,Donte,DiVincenzo,True
118,1631217,Moussa Diabate,Moussa,Diabate,True
119,1641711,Gradey Dick,Gradey,Dick,True
120,1631172,Ousmane Dieng,Ousmane,Dieng,True
121,203915,Spencer Dinwiddie,Spencer,Dinwiddie,True
122,1629029,Luka Doncic,Luka,Doncic,True
123,1629652,Luguentz Dort,Luguentz,Dort,True
124,1630245,Ayo Dosunmu,Ayo,Dosunmu,True
125,203083,Andre Drummond,Andre,Drummond,True
126,1630537,Chris Duarte,Chris,Duarte,True
127,1627739,Kris Dunn,Kris,Dunn,True
128,201142,Kevin Durant,Kevin,Durant,True
129,1631105,Jalen Duren,Jalen,Duren,True
130,1631106,Tari Eason,Tari,Eason,True
131,1630162,Anthony Edwards,Anthony,Edwards,True
132,1630556,Kessler Edwards,Kessler,Edwards,True
133,1631165,Keon Ellis,Keon,Ellis,True
134,203954,Joel Embiid,Joel,Embiid,True
135,1629234,Drew Eubanks,Drew,Eubanks,True
136,203957,Dante Exum,Dante,Exum,True
137,1628981,Bruno Fernando,Bruno,Fernando,True
138,1627827,Dorian Finney-Smith,Dorian,Finney-Smith,True
139,1630201,Malachi Flynn,Malachi,Flynn,True
140,1631323,Simone Fontecchio,Simone,Fontecchio,True
141,1630259,Jordan Ford,Jordan,Ford,True
142,1630235,Trent Forrest,Trent,Forrest,True
143,203095,Evan Fournier,Evan,Fournier,True
144,1628368,De'Aaron Fox,De'Aaron,Fox,True
145,1631241,Javon Freeman-Liberty,Javon,Freeman-Liberty,True
146,1641788,Alex Fudge,Alex,Fudge,True
147,1628365,Markelle Fultz,Markelle,Fultz,True
148,1629655,Daniel Gafford,Daniel,Gafford,True
149,201568,Danilo Gallinari,Danilo,Gallinari,True
150,1629636,Darius Garland,Darius,Garland,True
151,1630586,Usman Garuba,Usman,Garuba,True
152,1630568,Luka Garza,Luka,Garza,True
153,1629232,Kaiser Gates,Kaiser,Gates,True
154,1641718,Keyonte George,Keyonte,George,True
155,202331,Paul George,Paul,George,True
156,1630581,Josh Giddey,Josh,Giddey,True
157,1628385,Harry Giles III,Harry,Giles III,True
158,1628983,Shai Gilgeous-Alexander,Shai,Gilgeous-Alexander,True
159,1630264,Anthony Gill,Anthony,Gill,True
160,1631221,Collin Gillespie,Collin,Gillespie,True
161,1631367,Jacob Gilyard,Jacob,Gilyard,True
162,203497,Rudy Gobert,Rudy,Gobert,True
163,1630692,Jordan Goodwin,Jordan,Goodwin,True
164,203932,Aaron Gordon,Aaron,Gordon,True
165,201569,Eric Gordon,Eric,Gordon,True
166,1628984,Devonte' Graham,Devonte',Graham,True
167,203924,Jerami Grant,Jerami,Grant,True
168,1631260,AJ Green,AJ,Green,True
169,201980,Danny Green,Danny,Green,True
170,203110,Draymond Green,Draymond,Green,True
171,1630224,Jalen Green,Jalen,Green,True
172,201145,Jeff Green,Jeff,Green,True
173,1630182,Josh Green,Josh,Green,True
174,1631100,AJ Griffin,AJ,Griffin,True
175,1629656,Quentin Grimes,Quentin,Grimes,True
176,1631243,Mouhamed Gueye,Mouhamed,Gueye,True
177,1629060,Rui Hachimura,Rui,Hachimura,True
178,1630169,Tyrese Haliburton,Tyrese,Haliburton,True
179,1630181,R.J. Hampton,R.J.,Hampton,True
180,203501,Tim Hardaway Jr.,Tim,Hardaway Jr.,True
181,201935,James Harden,James,Harden,True
182,1630702,Jaden Hardy,Jaden,Hardy,True
183,1631199,Ron Harper Jr.,Ron,Harper Jr.,True
184,203914,Gary Harris,Gary,Harris,True
185,203925,Joe Harris,Joe,Harris,True
186,1630284,Kevon Harris,Kevon,Harris,True
187,202699,Tobias Harris,Tobias,Harris,True
188,1628404,Josh Hart,Josh,Hart,True
189,1628392,Isaiah Hartenstein,Isaiah,Hartenstein,True
190,1630573,Sam Hauser,Sam,Hauser,True
191,1641722,Jordan Hawkins,Jordan,Hawkins,True
192,1629637,Jaxson Hayes,Jaxson,Hayes,True
193,1630165,Killian Hayes,Killian,Hayes,True
194,202330,Gordon Hayward,Gordon,Hayward,True
195,1630703,Scoot Henderson,Scoot,Henderson,True
196,1641707,Taylor Hendricks,Taylor,Hendricks,True
197,1629639,Tyler Herro,Tyler,Herro,True
198,1627741,Buddy Hield,Buddy,Hield,True
199,1629312,Haywood Highsmith,Haywood,Highsmith,True
200,1630207,Nate Hinton,Nate,Hinton,True
201,1641793,D'Moi Hodge,D'Moi,Hodge,True
202,1628988,Aaron Holiday,Aaron,Holiday,True
203,201950,Jrue Holiday,Jrue,Holiday,True
204,203200,Justin Holiday,Justin,Holiday,True
205,1626158,Richaun Holmes,Richaun,Holmes,True
206,1631096,Chet Holmgren,Chet,Holmgren,True
207,1641720,Jalen Hood-Schifino,Jalen,Hood-Schifino,True
208,201143,Al Horford,Al,Horford,True
209,1629659,Talen Horton-Tucker,Talen,Horton-Tucker,True
210,1627863,Danuel House Jr.,Danuel,House Jr.,True
211,1631216,Caleb Houstan,Caleb,Houstan,True
212,1641724,Jett Howard,Jett,Howard,True
213,1628989,Kevin Huerter,Kevin,Huerter,True
214,1630643,Jay Huff,Jay,Huff,True
215,1629631,De'Andre Hunter,De'Andre,Hunter,True
216,1630538,Bones Hyland,Bones,Hyland,True
217,204060,Joe Ingles,Joe,Ingles,True
218,1627742,Brandon Ingram,Brandon,Ingram,True
219,202681,Kyrie Irving,Kyrie,Irving,True
220,1628371,Jonathan Isaac,Jonathan,Isaac,True
221,1631093,Jaden Ivey,Jaden,Ivey,True
222,1641713,GG Jackson,GG,Jackson,True
223,1630543,Isaiah Jackson,Isaiah,Jackson,True
224,202704,Reggie Jackson,Reggie,Jackson,True
225,1641748,Andre Jackson Jr.,Andre,Jackson Jr.,True
226,1628991,Jaren Jackson Jr.,Jaren,Jackson Jr.,True
227,1631218,Trayce Jackson-Davis,Trayce,Jackson-Davis,True
228,2544,LeBron James,LeBron,James,True
229,1631170,Jaime Jaquez Jr.,Jaime,Jaquez Jr.,True
230,1629610,DaQuan Jeffries,DaQuan,Jeffries,True
231,1629660,Ty Jerome,Ty,Jerome,True
232,1630198,Isaiah Joe,Isaiah,Joe,True
233,1629661,Cameron Johnson,Cameron,Johnson,True
234,1630552,Jalen Johnson,Jalen,Johnson,True
235,1629640,Keldon Johnson,Keldon,Johnson,True
236,1630553,Keon Johnson,Keon,Johnson,True
237,1641749,Keyontae Johnson,Keyontae,Johnson,True
238,203999,Nikola Jokic,Nikola,Jokic,True
239,1641732,Colby Jones,Colby,Jones,True
240,1627745,Damian Jones,Damian,Jones,True
241,1630529,Herbert Jones,Herbert,Jones,True
242,1630200,Tre Jones,Tre,Jones,True
243,1626145,Tyus Jones,Tyus,Jones,True
244,1627884,Derrick Jones Jr.,Derrick,Jones Jr.,True
245,201599,DeAndre Jordan,DeAndre,Jordan,True
246,202709,Cory Joseph,Cory,Joseph,True
247,1631107,Nikola Jovic,Nikola,Jovic,True
248,1630548,Johnny Juzang,Johnny,Juzang,True
249,1628379,Luke Kennard,Luke,Kennard,True
250,1631117,Walker Kessler,Walker,Kessler,True
251,1630296,Braxton Key,Braxton,Key,True
252,1630557,Corey Kispert,Corey,Kispert,True
253,1628467,Maxi Kleber,Maxi,Kleber,True
254,1630233,Nathan Knight,Nathan,Knight,True
255,1628995,Kevin Knox II,Kevin,Knox II,True
256,1631132,Christian Koloko,Christian,Koloko,True
257,1629723,John Konchar,John,Konchar,True
258,1627788,Furkan Korkmaz,Furkan,Korkmaz,True
259,1628436,Luke Kornet,Luke,Kornet,True
260,1630228,Jonathan Kuminga,Jonathan,Kuminga,True
261,1628398,Kyle Kuzma,Kyle,Kuzma,True
262,1631222,Jake LaRavia,Jake,LaRavia,True
263,203897,Zach LaVine,Zach,LaVine,True
264,1629111,Jock Landale,Jock,Landale,True
265,1630639,A.J. Lawson,A.J.,Lawson,True
266,1627747,Caris LeVert,Caris,LeVert,True
267,1627814,Damion Lee,Damion,Lee,True
268,1630240,Saben Lee,Saben,Lee,True
269,203458,Alex Len,Alex,Len,True
270,202695,Kawhi Leonard,Kawhi,Leonard,True
271,1631171,Justin Lewis,Justin,Lewis,True
272,1641721,Maxwell Lewis,Maxwell,Lewis,True
273,1630184,Kira Lewis Jr.,Kira,Lewis Jr.,True
274,1630604,E.J. Liddell,E.J.,Liddell,True
275,203081,Damian Lillard,Damian,Lillard,True
276,1629642,Nassir Little,Nassir,Little,True
277,1641726,Dereck Lively II,Dereck,Lively II,True
278,1630587,Isaiah Livers,Isaiah,Livers,True
279,1641753,Chris Livingston,Chris,Livingston,True
280,1631254,Kenneth Lofton Jr.,Kenneth,Lofton Jr.,True
281,1626172,Kevon Looney,Kevon,Looney,True
282,201572,Brook Lopez,Brook,Lopez,True
283,201577,Robin Lopez,Robin,Lopez,True
284,201567,Kevin Love,Kevin,Love,True
285,200768,Kyle Lowry,Kyle,Lowry,True
286,1641754,Seth Lundy,Seth,Lundy,True
287,1626168,Trey Lyles,Trey,Lyles,True
288,1630177,Theo Maledon,Theo,Maledon,True
289,1630572,Sandro Mamukelashvili,Sandro,Mamukelashvili,True
290,1629611,Terance Mann,Terance,Mann,True
291,1630544,Tre Mann,Tre,Mann,True
292,1626246,Boban Marjanovic,Boban,Marjanovic,True
293,1628374,Lauri Markkanen,Lauri,Markkanen,True
294,1630230,Naji Marshall,Naji,Marshall,True
295,1628997,Caleb Martin,Caleb,Martin,True
296,1628998,Cody Martin,Cody,Martin,True
297,1630231,KJ Martin,KJ,Martin,True
298,1629726,Garrison Mathews,Garrison,Mathews,True
299,1631097,Bennedict Mathurin,Bennedict,Mathurin,True
300,202083,Wesley Matthews,Wesley,Matthews,True
301,1630178,Tyrese Maxey,Tyrese,Maxey,True
302,1630219,Skylar Mays,Skylar,Mays,True
303,1630540,Miles McBride,Miles,McBride,True
304,203468,CJ McCollum,CJ,McCollum,True
305,204456,T.J. McConnell,T.J.,McConnell,True
306,1630183,Jaden McDaniels,Jaden,McDaniels,True
307,1629667,Jalen McDaniels,Jalen,McDaniels,True
308,203926,Doug McDermott,Doug,McDermott,True
309,201580,JaVale McGee,JaVale,McGee,True
310,1631121,Bryce McGowens,Bryce,McGowens,True
311,1629162,Jordan McLaughlin,Jordan,McLaughlin,True
312,1629001,De'Anthony Melton,De'Anthony,Melton,True
313,1630241,Sam Merrill,Sam,Merrill,True
314,1629002,Chimezie Metu,Chimezie,Metu,True
315,203995,Vasilije Micic,Vasilije,Micic,True
316,203114,Khris Middleton,Khris,Middleton,True
317,1641706,Brandon Miller,Brandon,Miller,True
318,1641757,Jordan Miller,Jordan,Miller,True
319,1631159,Leonard Miller,Leonard,Miller,True
320,201988,Patty Mills,Patty,Mills,True
321,1629003,Shake Milton,Shake,Milton,True
322,1631303,Justin Minaya,Justin,Minaya,True
323,1631169,Josh Minott,Josh,Minott,True
324,1630558,Davion Mitchell,Davion,Mitchell,True
325,1628378,Donovan Mitchell,Donovan,Mitchell,True
326,1630596,Evan Mobley,Evan,Mobley,True
327,1630600,Isaiah Mobley,Isaiah,Mobley,True
328,1628370,Malik Monk,Malik,Monk,True
329,1630541,Moses Moody,Moses,Moody,True
330,1631111,Wendell Moore Jr.,Wendell,Moore Jr.,True
331,1629630,Ja Morant,Ja,Morant,True
332,202693,Markieff Morris,Markieff,Morris,True
333,1628420,Monte Morris,Monte,Morris,True
334,202694,Marcus Morris Sr.,Marcus,Morris Sr.,True
335,1630530,Trey Murphy III,Trey,Murphy III,True
336,1627749,Dejounte Murray,Dejounte,Murray,True
337,1627750,Jamal Murray,Jamal,Murray,True
338,1631099,Keegan Murray,Keegan,Murray,True
339,1631200,Kris Murray,Kris,Murray,True
340,203488,Mike Muscala,Mike,Muscala,True
341,1629004,Svi Mykhailiuk,Svi,Mykhailiuk,True
342,1626204,Larry Nance Jr.,Larry,Nance Jr.,True
343,1629614,Andrew Nembhard,Andrew,Nembhard,True
344,1630174,Aaron Nesmith,Aaron,Nesmith,True
345,1627777,Georges Niang,Georges,Niang,True
346,1630227,Daishen Nix,Daishen,Nix,True
347,1630192,Zeke Nnaji,Zeke,Nnaji,True
348,1641936,Miles Norris,Miles,Norris,True
349,1641806,Markquis Nowell,Markquis,Nowell,True
350,1628373,Frank Ntilikina,Frank,Ntilikina,True
351,203994,Jusuf Nurkic,Jusuf,Nurkic,True
352,1629670,Jordan Nwora,Jordan,Nwora,True
353,1626220,Royce O'Neale,Royce,O'Neale,True
354,1629643,Chuma Okeke,Chuma,Okeke,True
355,1629006,Josh Okogie,Josh,Okogie,True
356,1630168,Onyeka Okongwu,Onyeka,Okongwu,True
357,1630171,Isaac Okoro,Isaac,Okoro,True
358,203506,Victor Oladipo,Victor,Oladipo,True
359,203482,Kelly Olynyk,Kelly,Olynyk,True
360,1630647,Eugene Omoruyi,Eugene,Omoruyi,True
361,1626224,Cedi Osman,Cedi,Osman,True
362,1626162,Kelly Oubre Jr.,Kelly,Oubre Jr.,True
363,101108,Chris Paul,Chris,Paul,True
364,1626166,Cameron Payne,Cameron,Payne,True
365,1627780,Gary Payton II,Gary,Payton II,True
366,1630196,Filip Petrusev,Filip,Petrusev,True
367,1641763,Julian Phillips,Julian,Phillips,True
368,1629618,Jalen Pickett,Jalen,Pickett,True
369,203486,Mason Plumlee,Mason,Plumlee,True
370,1641764,Brandin Podziemski,Brandin,Podziemski,True
371,1627751,Jakob Poeltl,Jakob,Poeltl,True
372,1630197,Aleksej Pokusevski,Aleksej,Pokusevski,True
373,1629673,Jordan Poole,Jordan,Poole,True
374,1641854,Craig Porter,Craig,Porter,True
375,1629008,Michael Porter Jr.,Michael,Porter Jr.,True
376,203490,Otto Porter Jr.,Otto,Porter Jr.,True
377,1626171,Bobby Portis,Bobby,Portis,True
378,204001,Kristaps Porzingis,Kristaps,Porzingis,True
379,1630695,Micah Potter,Micah,Potter,True
380,203939,Dwight Powell,Dwight,Powell,True
381,1626181,Norman Powell,Norman,Powell,True
382,1630563,Joshua Primo,Joshua,Primo,True
383,1627752,Taurean Prince,Taurean,Prince,True
384,1630202,Payton Pritchard,Payton,Pritchard,True
385,1641765,Olivier-Maxence Prosper,Olivier-Maxence,Prosper,True
386,1630243,Trevelin Queen,Trevelin,Queen,True
387,1629674,Neemias Queta,Neemias,Queta,True
388,1630193,Immanuel Quickley,Immanuel,Quickley,True
389,1631311,Lester Quinones,Lester,Quinones,True
390,203944,Julius Randle,Julius,Randle,True
391,1641871,Duop Reath,Duop,Reath,True
392,1630559,Austin Reaves,Austin,Reaves,True
393,1629629,Cam Reddish,Cam,Reddish,True
394,1630194,Paul Reed,Paul,Reed,True
395,1629675,Naz Reid,Naz,Reid,True
396,1631197,Jared Rhoden,Jared,Rhoden,True
397,1641811,Sir'Jabari Rice,Sir'Jabari,Rice,True
398,1630208,Nick Richards,Nick,Richards,True
399,1626196,Josh Richardson,Josh,Richardson,True
400,1629130,Duncan Robinson,Duncan,Robinson,True
401,1629010,Jerome Robinson,Jerome,Robinson,True
402,1629011,Mitchell Robinson,Mitchell,Robinson,True
403,1631115,Orlando Robinson,Orlando,Robinson,True
404,1630526,Jeremiah Robinson-Earl,Jeremiah,Robinson-Earl,True
405,1631223,David Roddy,David,Roddy,True
406,1631157,Ryan Rollins,Ryan,Rollins,True
407,201565,Derrick Rose,Derrick,Rose,True
408,1626179,Terry Rozier,Terry,Rozier,True
409,201937,Ricky Rubio,Ricky,Rubio,True
410,1641712,Rayan Rupert,Rayan,Rupert,True
411,1626156,D'Angelo Russell,D'Angelo,Russell,True
412,1630346,Matt Ryan,Matt,Ryan,True
413,1627734,Domantas Sabonis,Domantas,Sabonis,True
414,1629677,Luka Samanic,Luka,Samanic,True
415,1631257,Jermaine Samuels Jr.,Jermaine,Samuels Jr.,True
416,1641766,Adama Sanogo,Adama,Sanogo,True
417,1630611,Gui Santos,Gui,Santos,True
418,203967,Dario Saric,Dario,Saric,True
419,1630846,Olivier Sarr,Olivier,Sarr,True
420,1631204,Marcus Sasser,Marcus,Sasser,True
421,1629678,Admiral Schofield,Admiral,Schofield,True
422,203471,Dennis Schroder,Dennis,Schroder,True
423,1631220,Dereon Seabron,Dereon,Seabron,True
424,1630578,Alperen Sengun,Alperen,Sengun,True
425,1641729,Brice Sensabaugh,Brice,Sensabaugh,True
426,1629012,Collin Sexton,Collin,Sexton,True
427,1629013,Landry Shamet,Landry,Shamet,True
428,1630549,Day'Ron Sharpe,Day'Ron,Sharpe,True
429,1631101,Shaedon Sharpe,Shaedon,Sharpe,True
430,1641767,Ben Sheppard,Ben,Sheppard,True
431,1627783,Pascal Siakam,Pascal,Siakam,True
432,1627732,Ben Simmons,Ben,Simmons,True
433,1629014,Anfernee Simons,Anfernee,Simons,True
434,1630579,Jericho Sims,Jericho,Sims,True
435,1641771,Jalen Slawson,Jalen,Slawson,True
436,1630606,Javonte Smart,Javonte,Smart,True
437,203935,Marcus Smart,Marcus,Smart,True
438,1630696,Dru Smith,Dru,Smith,True
439,202397,Ish Smith,Ish,Smith,True
440,1630188,Jalen Smith,Jalen,Smith,True
441,1631173,Terquavion Smith,Terquavion,Smith,True
442,1628372,Dennis Smith Jr.,Dennis,Smith Jr.,True
443,1631095,Jabari Smith Jr.,Jabari,Smith Jr.,True
444,1641733,Nick Smith Jr.,Nick,Smith Jr.,True
445,1631110,Jeremy Sochan,Jeremy,Sochan,True
446,1630531,Jaden Springer,Jaden,Springer,True
447,1630205,Lamar Stevens,Lamar,Stevens,True
448,1630191,Isaiah Stewart,Isaiah,Stewart,True
449,1631124,Julian Strawther,Julian,Strawther,True
450,1629622,Max Strus,Max,Strus,True
451,1630591,Jalen Suggs,Jalen,Suggs,True
452,1631306,Cole Swider,Cole,Swider,True
453,1630256,Jae'Sean Tate,Jae'Sean,Tate,True
454,1628369,Jayson Tatum,Jayson,Tatum,True
455,1630678,Terry Taylor,Terry,Taylor,True
456,202066,Garrett Temple,Garrett,Temple,True
457,1631207,Dalen Terry,Dalen,Terry,True
458,1628464,Daniel Theis,Daniel,Theis,True
459,1630560,Cam Thomas,Cam,Thomas,True
460,1641708,Amen Thompson,Amen,Thompson,True
461,1641709,Ausar Thompson,Ausar,Thompson,True
462,202691,Klay Thompson,Klay,Thompson,True
463,202684,Tristan Thompson,Tristan,Thompson,True
464,1630550,JT Thor,JT,Thor,True
465,1629680,Matisse Thybulle,Matisse,Thybulle,True
466,1630214,Xavier Tillman,Xavier,Tillman,True
467,1631210,Jacob Toppin,Jacob,Toppin,True
468,1630167,Obi Toppin,Obi,Toppin,True
469,1626157,Karl-Anthony Towns,Karl-Anthony,Towns,True
470,1629018,Gary Trent Jr.,Gary,Trent Jr.,True
471,1631131,Oscar Tshiebwe,Oscar,Tshiebwe,True
472,200782,P.J. Tucker,P.J.,Tucker,True
473,1626167,Myles Turner,Myles,Turner,True
474,1641816,Hunter Tyson,Hunter,Tyson,True
475,1630649,Stanley Umude,Stanley,Umude,True
476,202685,Jonas Valanciunas,Jonas,Valanciunas,True
477,1627832,Fred VanVleet,Fred,VanVleet,True
478,1629020,Jarred Vanderbilt,Jarred,Vanderbilt,True
479,1630170,Devin Vassell,Devin,Vassell,True
480,1628426,Sasha Vezenkov,Sasha,Vezenkov,True
481,1629216,Gabe Vincent,Gabe,Vincent,True
482,202696,Nikola Vucevic,Nikola,Vucevic,True
483,1629731,Dean Wade,Dean,Wade,True
484,1630532,Franz Wagner,Franz,Wagner,True
485,1629021,Moritz Wagner,Moritz,Wagner,True
486,1630688,Ish Wainright,Ish,Wainright,True
487,1631133,Jabari Walker,Jabari,Walker,True
488,1641716,Jarace Walker,Jarace,Walker,True
489,1629022,Lonnie Walker IV,Lonnie,Walker IV,True
490,1641717,Cason Wallace,Cason,Wallace,True
491,1641775,Jordan Walsh,Jordan,Walsh,True
492,1629023,P.J. Washington,P.J.,Washington,True
493,1630613,Duane Washington Jr.,Duane,Washington Jr.,True
494,1631102,TyTy Washington Jr.,TyTy,Washington Jr.,True
495,1629139,Yuta Watanabe,Yuta,Watanabe,True
496,1630322,Lindy Waters III,Lindy,Waters III,True
497,1630570,Trendon Watford,Trendon,Watford,True
498,1631212,Peyton Watson,Peyton,Watson,True
499,1641705,Victor Wembanyama,Victor,Wembanyama,True
500,1631104,Blake Wesley,Blake,Wesley,True
501,201566,Russell Westbrook,Russell,Westbrook,True
502,1629632,Coby White,Coby,White,True
503,1628401,Derrick White,Derrick,White,True
504,1641727,Dariq Whitehead,Dariq,Whitehead,True
505,1641715,Cam Whitmore,Cam,Whitmore,True
506,1630598,Aaron Wiggins,Aaron,Wiggins,True
507,203952,Andrew Wiggins,Andrew,Wiggins,True
508,1629623,Lindell Wigginton,Lindell,Wigginton,True
509,1629684,Grant Williams,Grant,Williams,True
510,1631114,Jalen Williams,Jalen,Williams,True
511,1631119,Jaylin Williams,Jaylin,Williams,True
512,1629026,Kenrich Williams,Kenrich,Williams,True
513,1631109,Mark Williams,Mark,Williams,True
514,1631466,Nate Williams,Nate,Williams,True
515,1630172,Patrick Williams,Patrick,Williams,True
516,1630533,Ziaire Williams,Ziaire,Williams,True
517,1629057,Robert Williams III,Robert,Williams III,True
518,1631246,Vince Williams Jr.,Vince,Williams Jr.,True
519,1629627,Zion Williamson,Zion,Williamson,True
520,1630592,Jalen Wilson,Jalen,Wilson,True
521,1629685,Dylan Windler,Dylan,Windler,True
522,1630164,James Wiseman,James,Wiseman,True
523,1631209,Isaiah Wong,Isaiah,Wong,True
524,1626174,Christian Wood,Christian,Wood,True
525,1626153,Delon Wright,Delon,Wright,True
